A	DA	B	DB	R	ID
25.2	0	34.8	6	0	70
28.8	0	46.1	9	1	70
22.9	0	29.8	6	0	70
23.1	0	21.3	1	0	70
23	0	27.4	1	1	70
23.4	0	24.2	2	0	70
23.2	0	26.1	2	0	70
21.8	0	23.3	1	1	70
22.8	0	47.6	12	0	71
27.2	0	131.9	12	0	71
29.7	0	31.3	1	0	71
27.5	0	30.5	2	0	71
23.6	0	18.9	12	0	71
29.4	0	39.7	6	0	71
20.3	0	21.7	1	1	71
20.6	0	34.6	12	0	71
29.8	0	364.6	9	1	71
21	0	23.8	2	0	71
22.1	0	142.9	9	0	71
28.6	0	44.1	9	0	71
26.2	0	41.3	9	0	71
29.3	0	41.5	6	0	71
21.2	0	30.6	6	0	71
20.4	0	34.7	9	0	71
23.5	0	18	2	0	71
26.1	0	21.2	2	1	71
29.5	0	38.2	4	0	71
29.8	0	38.9	4	0	71
26.9	0	29.1	1	1	71
25.5	0	19.3	6	0	71
26.2	0	34.7	4	0	71
27.2	0	40.8	6	1	71
23	0	72.3	1	1	71
23.9	0	41.1	9	0	71
24.3	0	174.8	6	1	71
27.9	0	1466.1	12	1	71
24.4	0	20.9	4	0	71
23.9	0	37.1	6	0	71
23.9	0	22.1	4	0	71
20.7	0	24.8	2	0	71
28.8	0	31	6	1	71
22.3	0	34.1	6	0	71
22.1	0	18.6	4	0	71
25.4	0	30.3	2	0	71
21.8	0	16.6	1	0	71
26.6	0	20.8	1	1	71
23	0	-1501.2	12	1	71
24.8	0	1932	12	1	71
26.2	0	669.7	12	0	71
27.4	0	72.3	1	0	71
23.9	0	47.2	12	0	71
22.9	0	19	9	1	71
23.6	0	27.3	2	0	71
24.3	0	14.9	2	0	71
25.6	0	1197.9	4	1	71
20.7	0	15	6	0	71
26.6	0	107.5	1	1	71
23.8	0	31.9	4	0	71
29.7	0	22.9	6	0	71
22.2	0	17.7	6	0	71
28.6	0	59.1	12	1	71
25.5	0	52	12	0	71
25.9	0	-292.7	12	1	71
25.9	0	141.9	4	1	71
21.5	0	-473.3	12	1	71
24.8	0	73.5	2	1	71
27.6	0	58	12	0	71
28.7	0	31.5	1	0	71
28.4	0	28.2	9	0	71
20.5	0	72.2	4	0	71
28.9	0	22.3	1	0	71
20.9	0	126.1	6	1	71
27	0	68.5	12	0	71
20.9	0	53.8	12	0	71
21.2	0	16.9	1	0	71
27.4	0	22.1	1	1	71
20.3	0	31.1	4	0	71
25.3	0	28.8	1	0	71
21.8	0	394.9	9	1	71
25	0	45.3	6	0	71
29.3	0	30.6	1	0	71
29.2	0	68.2	12	1	71
27.2	0	35.4	6	0	71
28.5	0	63.2	12	0	71
21.1	0	22.5	1	0	71
28.9	0	41.3	6	0	71
24.9	0	34.7	1	0	71
26.6	0	28.2	1	0	71
28.7	0	44.2	9	0	71
25.2	0	27	1	1	71
20.1	0	22.6	2	0	71
25.1	0	22.1	9	0	71
22.7	0	181.4	12	1	71
20.3	0	50.3	4	1	71
25.5	0	36.8	6	0	71
24.4	0	96.8	12	0	71
21.1	0	17.7	6	0	71
29.1	0	112.3	6	1	71
22.6	0	24.4	1	0	71
26.4	0	51	12	0	71
20.1	0	40.6	12	0	71
22.8	0	20.7	2	0	71
20.7	0	22.8	1	0	71
29.9	0	32.9	1	0	71
24.2	0	56.3	6	0	71
27.6	0	28.2	6	0	71
26.1	0	49.1	9	0	71
22.7	0	25.1	1	0	71
24.3	0	26.9	1	0	71
29.9	0	42.6	4	0	71
20.5	0	19.7	2	0	71
29.8	0	29.8	2	0	71
22.6	0	26.5	4	0	72
24.1	0	50.5	9	0	72
28.3	0	23.5	6	0	72
28.1	0	28.6	12	0	72
24.5	0	52.5	4	1	72
22.6	0	28.7	4	0	72
23.4	0	28.2	9	0	72
28.8	0	38.7	4	0	72
21.4	0	33.9	6	1	72
21.9	0	41.4	4	1	72
25.8	0	34	4	0	72
24.7	0	27.4	4	0	72
22.5	0	28.4	1	0	72
25.1	0	77.7	9	1	72
26.3	0	45.3	9	0	72
24.4	0	66.9	9	1	72
22.5	0	70.7	12	1	72
27.8	0	36.1	1	0	72
28.2	0	25.5	2	0	72
26.7	0	29.1	1	0	72
21.5	0	38.4	9	0	72
20.4	0	44.6	6	1	72
23.1	0	33.2	9	0	72
26.3	0	44.8	12	0	72
27.7	0	28.2	6	0	72
22.3	0	21.1	2	0	72
28.6	0	38.1	4	0	72
22.7	0	26.7	9	0	72
23.5	0	25	4	0	72
22.9	0	35.2	4	0	72
28.9	0	31.1	1	0	72
22.9	0	33.5	6	0	72
20.5	0	29.3	12	0	72
22.4	0	22.6	2	0	72
22.7	0	28.6	1	0	72
27.2	0	26.8	4	0	72
22.8	0	86.6	12	1	72
28.4	0	43.5	2	1	72
30	0	46.9	6	0	72
29.1	0	35.1	2	0	72
26.3	0	51.2	9	1	72
24	0	44.9	9	0	72
22.8	0	27.6	2	0	72
26.6	0	34.3	1	0	72
24.1	0	33.7	4	0	72
27.9	0	87	9	1	72
26.9	0	39	9	0	72
22.2	0	31.9	4	0	72
26.4	0	25.4	4	0	73
22.9	0	23.9	1	0	73
21	0	27.7	2	0	73
20.9	0	17.7	6	0	73
24.8	0	36.2	9	0	73
20.4	0	21.7	1	0	73
25.6	0	29	2	0	73
21.6	0	18.8	2	0	73
29.1	0	91.9	12	1	73
28.6	0	41.5	6	1	73
23.5	0	29.3	4	0	73
27.9	0	40.6	2	1	73
27.4	0	25.2	1	1	73
26.3	0	27.9	1	0	73
26.8	0	43.4	1	1	73
21.9	0	71.1	12	1	73
20.3	0	25.2	4	0	73
30	0	41.8	6	0	73
20	0	27.8	12	0	73
27.1	0	43.1	4	1	73
29.1	0	54.9	12	1	73
21	0	30.7	4	1	73
28.4	0	51.6	12	1	73
26.9	0	28.6	1	0	73
26.7	0	46	6	1	73
29.3	0	42	12	0	73
24.5	0	27.8	2	0	73
20.5	0	23.6	4	0	73
22.3	0	24.3	2	0	73
20.9	0	37.6	6	0	73
22	0	24.4	2	0	73
21.4	0	15.1	1	0	73
27.1	0	26.9	12	0	73
27.1	0	21.1	1	0	73
28.5	0	24.4	2	0	73
23	0	32.9	1	1	73
25.7	0	31.8	9	0	73
26.7	0	70	12	1	73
22.1	0	36.6	9	0	73
21.7	0	23.7	1	0	73
27.3	0	44.1	4	1	73
29.8	0	41.3	4	0	73
29.7	0	48.5	6	0	73
26.2	0	54.7	12	1	74
20.3	0	21.1	1	0	74
22.7	0	32.6	4	1	74
22	0	21.7	2	0	74
26	0	40.9	12	1	74
23.8	0	27.1	1	0	74
24.9	0	50.6	9	0	74
21.8	0	16.3	4	0	74
21.5	0	41.2	1	1	74
25.6	0	30.1	4	0	74
24.8	0	21.3	6	0	74
20.7	0	21.7	1	0	74
24.3	0	18.9	1	0	74
23.5	0	23.8	9	0	74
27.6	0	33.4	4	0	74
25.9	0	21.7	1	0	74
24.1	0	27	2	0	74
28	0	38.4	6	1	74
21.8	0	26.6	4	0	74
26.3	0	35.6	6	0	74
25.7	0	40.5	9	0	74
28.5	0	52.3	12	0	74
20.7	0	28.1	1	1	74
24.5	0	22.4	1	0	74
23.9	0	54.7	9	0	74
22.3	0	29.9	4	0	74
26.5	0	72.2	9	1	74
20.4	0	22.4	4	0	74
21	0	52.9	9	0	74
29.8	0	55.1	9	0	74
20	0	57.9	9	1	74
25.3	0	40.4	6	0	74
28.3	0	98.6	12	0	74
28.8	0	64.3	12	0	74
24	0	57.7	6	0	74
27.1	0	41.6	1	1	74
25.6	0	28.4	1	0	74
23.5	0	34.7	1	1	74
29.3	0	36.9	6	0	74
27.6	0	33.8	4	0	74
23.5	0	32.6	6	1	74
22.1	0	48.2	9	1	74
29.4	0	43.3	9	0	74
24.3	0	35.5	4	0	74
25.9	0	21.7	4	0	74
28.2	0	23.3	2	0	74
21.4	0	24.1	2	0	74
20.6	0	23.4	2	0	74
27	0	30.9	2	1	74
29	0	55.9	4	1	74
29.9	0	31.9	1	0	74
22.9	0	32.3	1	1	74
23.8	0	21.2	1	0	74
22.8	0	32.4	6	1	74
25.2	0	22.8	1	0	74
24.5	0	34.6	12	0	74
22.9	0	29.8	2	1	74
28.2	0	40.6	4	1	74
22.2	0	30.9	6	1	74
23.3	0	35.3	12	0	74
27.7	0	41.5	12	0	75
27.4	0	29	1	1	75
23.5	0	20.4	1	0	75
24.3	0	35.1	9	0	75
28.3	0	27.3	2	0	75
20.5	0	22.9	2	0	75
23.9	0	33.1	6	0	75
26.6	0	40.1	12	1	75
21.9	0	36.3	12	0	75
29.7	0	37.2	4	0	75
26	0	39.2	1	1	75
22.2	0	31.1	1	1	75
20.5	0	18.5	1	0	75
26.1	0	35.7	2	1	75
25.5	0	28.7	4	0	75
28	0	63.8	12	0	75
28.9	0	40.9	9	0	75
21.1	0	34	4	1	75
26	0	35.4	4	0	75
26.3	0	69.9	12	1	75
20.7	0	22.7	1	1	75
24.1	0	43.8	9	0	75
29.3	0	30.6	1	1	75
27.4	0	29.4	2	0	75
29.8	0	26.2	2	0	75
23.5	0	24.5	1	1	75
27.2	0	36.9	9	0	75
23.2	0	31.1	2	1	75
21.6	0	23.6	2	1	75
26.1	0	27.2	1	1	75
20.1	0	23.4	4	0	75
23.2	0	32.6	9	0	75
21.1	0	22.2	1	1	75
23.3	0	33.5	9	0	75
27.7	0	36.8	6	1	75
24.4	0	25.7	1	1	75
24.8	0	29.4	9	0	75
29.4	0	33.4	6	0	75
28.4	0	33.4	6	0	75
21.3	0	29.2	2	0	76
20.9	0	29.2	9	0	76
24.9	0	61.1	2	1	76
22.8	0	44.7	1	1	76
26.9	0	39.3	9	0	76
30	0	40.6	6	0	76
23.2	0	22.4	6	0	76
26.3	0	22.1	1	0	76
21.6	0	31	6	0	76
27.2	0	46.8	9	0	76
22.5	0	34.9	12	0	76
22.5	0	47.7	12	0	76
23.1	0	55.5	9	1	76
25.9	0	57.5	12	0	76
28.4	0	35.7	6	0	76
20.8	0	25.8	12	0	76
28.2	0	38.3	12	0	76
24.3	0	25.8	1	0	76
24.2	0	29.1	1	0	76
30	0	24.7	2	0	76
20.6	0	25.9	4	0	76
26.9	0	24.1	2	0	76
29.1	0	30.2	4	0	76
27.9	0	33.5	6	0	76
24.1	0	47.4	12	1	76
28.2	0	32.3	2	0	76
23.9	0	34.7	6	1	76
29.4	0	31.4	1	0	76
24.5	0	28	2	0	76
28.7	0	28.5	2	0	76
26.8	0	44.6	9	1	76
28.5	0	34.4	1	0	76
26.8	0	43	9	1	76
26.5	0	29.8	2	0	76
20.5	0	23.2	2	0	76
22.7	0	32.1	1	1	76
26.6	0	30.2	2	0	76
29.8	0	31.9	1	0	76
26.5	0	30.4	2	0	76
24.5	0	40.7	9	1	76
24	0	32.5	1	1	76
28.5	0	37.2	1	1	76
26.2	0	37.6	12	0	76
22.7	0	22.7	2	0	76
24.5	0	37.8	12	0	76
27.4	0	51.8	12	1	76
24.3	0	24.7	6	0	77
24.4	0	25.5	1	0	77
27.4	0	40.4	9	1	77
22	0	19.5	1	0	77
26.7	0	39.4	12	1	77
22.2	0	23.7	2	0	77
22.5	0	31.8	12	0	77
29.9	0	31.5	6	0	77
25.4	0	37.6	12	1	77
27.3	0	33.3	6	1	77
27.1	0	38.2	12	1	77
27.8	0	28.7	1	0	77
25.3	0	25.4	4	0	77
28.7	0	34.3	6	1	77
21.1	0	22.4	2	0	77
23.5	0	34	9	1	77
20.5	0	22.8	1	1	77
29.2	0	38	1	1	77
28.1	0	39.3	4	1	77
26.2	0	32.6	6	1	77
26	0	34.6	6	1	77
20.3	0	20.9	1	0	77
24.8	0	27.3	6	0	77
20.4	0	26	6	1	77
26.6	0	28.9	4	0	77
23.5	0	29.6	6	1	78
29.2	0	49.2	9	1	78
23	0	29.4	9	1	78
21.6	0	20.2	2	0	78
29.6	0	38.4	12	1	78
22.2	0	30.6	12	1	78
26.7	0	31.5	9	1	78
21.7	0	23.1	1	1	78
20.5	0	22.3	2	1	78
22	0	41.3	12	1	78
25.8	0	33.2	9	1	78
20.2	0	22.4	4	1	78
22.5	0	32.6	12	1	78
22.1	0	25	6	1	78
29.2	0	30.3	2	1	78
22.5	0	24.1	4	1	78
25.5	0	24.9	1	0	78
27.3	0	28.5	1	0	79
23.3	0	24.5	1	0	79
20.3	0	22.7	2	0	79
21.4	0	19.8	1	0	79
28.3	0	36.4	4	1	79
26.5	0	44.5	12	0	79
20.3	0	28.5	4	0	79
26.4	0	29.9	2	1	79
23.8	0	57.9	6	1	79
23.6	0	19.4	1	0	79
26.4	0	30.4	9	0	79
24.5	0	27.5	6	0	79
20.4	0	23.2	2	0	79
27.9	0	51.1	6	1	79
23.9	0	44	12	1	79
29.6	0	27.4	1	0	79
29.5	0	31.4	1	0	79
21.7	0	28.1	2	1	79
21	0	26	6	0	79
21.5	0	34.6	9	1	79
24.3	0	33.5	6	1	79
23.7	0	29.3	6	0	79
23	0	24	1	0	79
22.1	0	23.3	1	0	79
20.3	0	28.6	2	1	79
24.6	0	34.2	12	0	79
25.2	0	35.2	6	1	79
28.3	0	39.3	4	1	79
22.2	0	26.9	4	0	79
27.7	0	29.3	1	0	79
29.1	0	34	4	1	79
27.6	0	24	1	0	79
24	0	38	12	1	79
23.1	0	20.8	2	0	79
29.2	0	50.8	9	1	79
20	0	32.9	9	1	79
20	0	27.2	9	1	79
23.3	0	32.8	6	1	79
30	0	39.5	9	1	79
21.3	0	24.7	1	1	79
25.7	0	24.2	1	0	79
25.7	0	28	6	0	79
24.7	0	32.4	6	1	79
26.7	0	31.9	6	1	79
22.9	0	25.7	4	0	79
28.4	0	39.9	9	1	79
25.6	0	32.8	6	1	79
21.7	0	27.7	9	0	79
28.4	0	52.9	9	1	80
27.5	0	32	4	0	80
23.1	0	25.5	2	0	80
24.9	0	26.4	1	1	80
29.1	0	26.3	1	0	80
24.2	0	30.5	9	0	80
24.1	0	40	12	1	80
23.1	0	24.2	1	0	80
22.1	0	30.5	12	0	80
22.6	0	24.9	2	1	80
22.4	0	24.4	2	1	80
29.7	0	30.8	1	0	80
25.8	0	43.6	6	1	80
23	0	39.4	9	1	80
29.6	0	42.5	12	1	80
23.5	0	23.1	4	0	80
29.1	0	30.9	2	0	80
29.2	0	46.7	12	1	80
24.4	0	30.6	12	0	80
23.6	0	24.4	1	0	80
28.2	0	35.5	6	0	81
24.1	0	26.8	2	0	81
21.9	0	47.8	9	1	81
24.5	0	56.3	12	1	81
24.8	0	23.7	1	0	81
22.2	0	23.7	1	0	81
28.3	0	46.3	9	1	81
26	0	39.2	9	1	81
28.5	0	33.7	4	0	81
29.9	0	27.6	1	0	81
25.7	0	35.6	12	1	81
25.7	0	24.8	6	0	81
26.7	0	31	4	0	81
20.2	0	30.6	12	1	81
22.3	0	29.8	9	1	81
25.6	0	21.9	1	0	81
21.5	0	28.2	2	1	81
26.7	0	39	6	1	81
23.2	0	25.8	9	0	81
23.7	0	28.5	6	0	81
21.4	0	28.1	4	0	81
24.3	0	31.8	2	0	81
25.3	0	35.7	1	1	81
23.6	0	22.9	6	0	81
22.6	0	21.4	4	0	81
22.6	0	28.8	1	1	81
26	0	32.4	6	0	81
22.2	0	28	6	0	81
23.3	0	21.8	2	0	81
24.6	0	25.8	1	0	81
29.7	0	35.3	9	0	81
25.9	0	31	4	0	81
28.4	0	37.2	6	1	81
23.3	0	46.2	12	1	81
29.8	0	38.2	6	1	81
22.9	0	32.1	9	1	81
26.8	0	39.5	6	1	81
24.9	0	25.9	1	0	81
28	0	30.4	2	0	81
26.8	0	31.6	1	1	81
25.7	0	30.1	4	0	81
23.9	0	23.4	2	0	81
25.2	0	34.8	9	1	81
28.3	0	27.8	6	0	81
22.8	0	22.4	4	0	81
21.7	0	25.7	2	1	81
24.6	0	31.5	6	1	81
20.9	0	23.3	6	0	81
26.3	0	29.5	4	0	81
22.3	0	33.4	12	0	82
22.6	0	37.4	12	0	82
25.8	0	40.9	9	1	82
26.4	0	32.2	4	0	82
23.6	0	35.9	9	0	82
21.5	0	22.9	1	0	82
27.5	0	38	2	0	82
20.2	0	15.9	4	0	82
29.7	0	73.9	4	1	82
23.9	0	43.9	2	1	82
21.2	0	26.7	4	1	82
21.1	0	41.3	4	1	82
23.8	0	36.4	9	1	82
26.4	0	51.6	4	1	82
21.1	0	17.4	1	0	82
20.8	0	19.9	4	0	82
23.8	0	31.7	1	0	82
20.8	0	34.2	12	1	82
22.7	0	25	2	0	82
25.6	0	30.9	4	1	82
26.3	0	28.9	2	0	82
25.8	0	60	6	1	82
28.7	0	41.4	9	1	82
28.1	0	25.5	6	0	82
22.3	0	53	9	1	82
26.6	0	59.1	9	1	82
27.6	0	26.9	6	0	82
20.9	0	32.4	12	0	82
27.9	0	30.8	2	0	82
27.3	0	44.1	12	1	82
23.5	0	36.8	12	0	82
25.3	0	28.4	9	0	82
24.9	0	40.6	12	0	82
27.2	0	33.4	4	0	82
23.2	0	35.4	9	0	82
26.6	0	29.2	6	0	82
25.4	0	28.7	2	0	82
20.8	0	36.8	12	0	82
20.3	0	21.7	1	0	82
20.1	0	22.9	2	0	82
21.7	0	28.4	1	1	82
29	0	75	12	1	82
29.2	0	41.3	6	1	82
29.4	0	37.2	4	0	82
21.3	0	38.7	12	0	82
25.2	0	32.5	4	0	82
26.2	0	37.9	6	0	82
21.7	0	18.9	1	0	82
22.3	0	25.9	9	0	82
22.4	0	34.4	12	0	82
21.9	0	28	2	1	82
25.5	0	29.5	1	1	82
29.9	0	35	4	0	82
22.8	0	30.1	6	0	82
27.4	0	28.5	1	0	82
20.9	0	30.2	6	0	82
23.5	0	30.6	1	0	83
24.5	0	34.1	9	0	83
20.1	0	28.8	9	0	83
24.4	0	39.7	12	0	83
20.8	0	23.4	2	0	83
21.5	0	24.3	2	0	83
26.6	0	99.2	9	0	83
27.8	0	20.2	6	1	83
27.7	0	30.6	2	0	83
20.6	0	30.1	9	0	83
26.5	0	16.2	4	0	83
29.7	0	31.4	1	0	83
21.4	0	32.2	9	0	83
28.6	0	18.6	4	0	83
22.8	0	24.3	1	0	83
21.3	0	17.3	12	0	83
29.7	0	41.7	6	0	83
24.3	0	100.8	4	1	83
28.8	0	41.7	6	0	83
22.9	0	123.6	9	0	83
22.7	0	29.2	4	0	83
24.4	0	658.9	6	1	83
23.1	0	38.4	9	0	83
27.8	0	36.8	4	0	83
22.3	0	89.1	4	0	83
26.3	0	-544.9	6	1	83
23.2	0	-1561.9	6	1	83
26	0	49.3	12	0	83
29.1	0	19.6	2	0	83
28.3	0	26.1	12	0	83
25.1	0	29.6	2	0	83
25.3	0	52	12	0	83
22.8	0	16.9	1	0	83
29.6	0	46.8	6	0	83
21.7	0	18.7	2	0	83
25.1	0	57.8	4	0	83
29.8	0	28.8	9	0	83
20.3	0	15.8	2	0	83
26.8	0	90	4	0	83
22.5	0	27	2	0	83
26.5	0	22.9	6	0	83
27	0	29.8	1	0	83
28.2	0	211.1	6	1	83
20.7	0	22.9	1	0	83
24.7	0	27.3	1	0	83
21.7	0	35.4	6	1	83
24.8	0	19.2	2	0	83
22.6	0	21.6	6	0	83
26.8	0	249.6	9	1	83
29	0	35.3	2	0	83
29.3	0	36.2	12	0	83
25.5	0	38.2	12	0	83
21.4	0	38.6	6	0	83
21.7	0	28.7	6	0	83
28	0	42.8	9	0	83
22.8	0	22.2	9	0	83
21.2	0	34.7	9	0	83
25.6	0	24.8	4	0	83
28.1	0	37.8	4	0	83
23.4	0	27.9	2	0	83
21.3	0	70.9	12	0	83
23.4	0	25.5	1	0	83
29.9	0	28	4	0	83
24.5	0	52	12	0	83
27.1	0	40.2	12	0	83
26.2	0	33.7	6	0	83
21.8	0	21.1	1	0	83
27.3	0	57	12	1	84
27.8	0	32.3	4	0	84
20.6	0	24.6	9	0	84
28.7	0	46.7	12	0	84
26.6	0	30	2	0	84
25	0	24.4	1	0	84
21.7	0	23.3	1	0	84
29.5	0	44.9	9	1	84
27.2	0	43.7	4	1	84
26.4	0	25.4	2	0	84
22.7	0	34.8	9	0	84
29.6	0	40.9	9	0	84
29.8	0	34.6	1	1	84
28.8	0	47.8	12	0	84
30	0	41.4	9	0	84
25.9	0	27.4	1	0	84
28.2	0	48.7	12	0	84
24.7	0	31.9	4	1	84
25.3	0	32.8	1	1	84
27.5	0	43	9	0	84
25.1	0	39	12	0	84
23.9	0	20.9	1	0	85
24.1	0	28.3	4	0	85
21.1	0	20.3	2	0	85
30	0	31.8	1	0	85
27.6	0	31.4	2	0	85
22.3	0	25.8	2	0	85
27.4	0	55.5	12	0	85
21.4	0	33.9	6	0	85
29.7	0	25.9	1	0	85
23.2	0	32.5	4	0	85
26.8	0	29.9	2	0	85
27.9	0	67.3	6	0	85
27.3	0	28.8	1	0	85
24.8	0	68	1	1	85
28.1	0	31.5	2	0	85
21.1	0	23.9	2	0	85
24.6	0	67.8	4	0	85
20.6	0	15.8	12	0	85
24.2	0	40.5	12	0	85
27.1	0	19.3	4	0	85
22.2	0	17.5	6	0	85
21.3	0	410.2	12	1	85
29.3	0	22.2	2	0	85
24.9	0	36.1	6	0	85
28.3	0	55.6	12	0	85
26.9	0	29.6	6	0	85
21.6	0	40.3	9	0	85
23.8	0	35.7	9	0	85
22.6	0	55.8	9	0	85
25.3	0	25.4	4	0	85
20.5	0	73.6	9	0	85
22.8	0	36.2	6	0	85
21.1	0	58.9	4	0	85
28.1	0	51.5	9	0	85
29.6	0	-4747.9	12	0	85
24.9	0	34	4	0	85
27.1	0	17.9	1	0	85
21.8	0	19.9	9	0	85
29.1	0	23.7	4	0	85
20.5	0	14.9	1	0	85
26.7	0	23.5	4	0	85
21.7	0	19.8	4	0	85
29.2	0	48.3	6	0	85
28.8	0	29.3	6	0	86
20.4	0	19.3	2	0	86
20.9	0	19.8	1	0	86
25.7	0	32.6	9	0	86
27.2	0	40	9	1	86
27.7	0	34.5	6	0	86
25.1	0	35.7	9	1	86
24	0	36.2	4	1	86
27.3	0	25.8	2	0	86
22.6	0	27.5	2	1	86
24.4	0	28.5	4	0	86
22.4	0	27.1	6	0	86
20.7	0	20.8	1	0	86
25.4	0	33	4	1	86
21.9	0	34	9	1	86
20.9	0	28.6	2	0	87
23.7	0	68.8	4	1	87
27.8	0	35.3	6	0	87
24	0	17.8	2	0	87
23.4	0	45	2	1	87
27.5	0	44.3	12	0	87
26.2	0	23.8	4	0	87
27.9	0	23.5	1	0	87
23.7	0	42	12	0	87
26	0	24.8	2	0	87
25.5	0	48	6	1	87
25.4	0	33.5	4	0	87
20.2	0	25.1	1	1	87
23.1	0	49.6	9	1	87
26	0	30.9	1	1	87
29.3	0	47.3	9	1	87
26.4	0	35.6	2	1	87
20.1	0	25.9	4	0	87
23.4	0	25.2	1	0	87
20.4	0	42.1	9	1	87
27.8	0	36.6	4	1	87
23	0	29.6	4	0	87
23.1	0	33.4	9	0	87
22.7	0	22.6	1	0	87
27.6	0	30.2	9	0	87
22.5	0	26.2	9	0	87
23.4	0	29.9	6	0	87
20.9	0	26.1	4	0	87
29	0	53.9	12	1	87
30	0	38.6	9	0	87
27.8	0	48.5	12	1	87
29	0	32.2	2	0	87
25.6	0	28.6	2	0	87
21.8	0	24.4	2	0	87
24.7	0	30.9	4	1	87
23.2	0	28.7	4	1	87
26.6	0	39.7	9	1	87
22.5	0	29.2	6	1	87
27.2	0	38.4	9	1	87
25.6	0	29.2	12	0	87
22.8	0	28.9	1	1	87
23	0	25	2	0	87
25.5	0	35.6	9	1	87
20.5	0	25.1	12	0	87
29.5	0	44.3	12	1	87
20.7	0	22.3	2	0	87
24	0	24.4	4	0	87
23.4	0	33.5	6	1	87
29.1	0	37.8	4	1	87
26.6	0	25.6	4	0	88
24.1	0	45.7	12	1	88
28.4	0	40.1	6	1	88
23.3	0	22.4	1	0	88
26.8	0	33.1	9	1	88
25.3	0	28	1	1	88
21.8	0	27.8	12	1	88
21.7	0	22.1	1	0	88
25.1	0	25.6	1	0	88
22.8	0	27.4	12	1	88
29.3	0	29.9	1	0	88
21.7	0	25.5	9	1	88
21.9	0	21.7	4	0	88
28.1	0	33	6	1	88
20.6	0	28.4	9	1	88
27.8	0	26.1	4	0	88
21.7	0	26	1	1	88
28.2	0	32.2	1	1	88
20.8	0	23.3	4	0	88
20.2	0	28.9	12	1	88
28.8	0	27.9	1	0	88
23.9	0	27	6	0	88
28.9	0	33.9	4	1	89
28.4	0	29.4	1	0	89
21.4	0	28.6	9	1	89
21.8	0	34.4	6	1	89
25.6	0	32.7	9	1	89
25.8	0	36.3	6	1	89
30	0	37.6	4	1	89
24.9	0	27.7	1	1	89
22.6	0	25.3	2	1	89
23.7	0	24.9	2	1	89
25.1	0	27.5	2	1	89
22.6	0	23.1	1	0	89
26.8	0	33.8	9	1	89
21.9	0	26.7	12	0	89
20.2	0	20.5	6	1	89
20.9	0	30.4	12	1	89
22	0	23.6	2	1	89
27.3	0	31	4	1	89
28.1	0	52.4	2	1	89
21.6	0	47.5	9	1	89
24.4	0	27.1	4	1	89
27.6	0	24.8	6	0	89
26.2	0	45.4	12	1	89
27.2	0	32.8	9	1	89
24.1	0	22.2	2	0	89
29.7	0	29	4	0	89
28.8	0	32.2	6	1	89
24.9	0	30.2	12	1	89
26	0	25.4	2	0	89
22.6	0	24.6	2	1	90
27.6	0	36.1	9	0	90
22.4	0	26.3	4	0	90
20.5	0	26.5	6	0	90
26.9	0	32.9	4	1	90
29.8	0	32.8	2	1	90
26.7	0	39.1	1	1	90
20.6	0	24.5	4	0	90
27	0	29.8	2	0	90
29.1	0	47.2	12	0	90
28.2	0	47.4	12	0	90
25.6	0	27.2	1	1	90
22.5	0	38.8	12	0	90
21.9	0	39	12	0	90
24.3	0	34.7	6	1	90
29.1	0	57.5	6	0	90
26	0	27.8	1	1	90
27.5	0	21.1	2	0	90
24	0	24.3	9	0	90
26	0	29.8	2	0	90
25.6	0	27.5	1	0	90
21.9	0	35.1	1	0	90
26.1	0	37	6	0	90
20.5	0	26.6	4	0	90
23.3	0	76.1	4	1	90
28.7	0	106.2	6	1	90
25	0	29	2	0	90
22.5	0	20.2	4	0	90
22.3	0	39	9	0	90
27.9	0	63.9	4	0	90
25.1	0	58.6	2	1	90
29.7	0	35	2	0	90
28.8	0	44.2	6	0	90
25.6	0	46.1	1	0	90
27.7	0	37.2	4	0	90
23	0	20.2	6	0	90
28.4	0	58.8	12	0	90
22.4	0	41.2	9	0	90
25.2	0	47.1	9	0	90
28.2	0	194.2	9	0	90
21.5	0	23.6	1	0	90
23.5	0	16.7	1	0	90
25.2	0	18.5	1	0	90
20.3	0	21.6	9	0	90
22.9	0	70	4	0	90
20.3	0	24.4	2	0	90
28.1	0	61.9	12	0	90
23.8	0	372.9	9	1	90
22.3	0	17.8	2	0	90
22.6	0	37.1	6	0	90
28.2	0	55.6	9	0	90
25.1	0	37.8	4	0	90
28.6	0	20	1	0	90
25.9	0	23.2	9	0	90
22.6	0	48.3	4	0	90
21.1	0	27.5	6	0	90
28.3	0	37.5	6	0	90
21	0	31.8	9	0	90
29.4	0	51.1	12	0	90
29.8	0	32	1	0	90
22	0	40.7	12	0	90
24.1	0	47	12	0	90
29.9	0	46.1	6	0	90
25.6	0	38.7	1	0	90
25.6	0	22.5	9	0	90
25.4	0	58.1	1	1	90
25.7	0	38.8	6	0	90
29.1	0	167.3	9	0	90
27.9	0	170.3	4	0	90
21.6	0	-140	9	0	90
21.9	0	15.4	12	0	90
21.6	0	23.2	1	0	90
23.9	0	25.7	1	1	90
24.4	0	26.3	1	0	90
23.8	0	273.6	1	1	90
29.9	0	34.5	2	0	90
25.2	0	-120.4	9	0	90
25.4	0	29.3	2	0	90
28.1	0	19.7	12	0	90
28.9	0	55	12	0	90
28.5	0	48.6	9	0	90
28.1	0	380.9	1	1	90
27.1	0	-373	4	0	90
